"","accGenus","PalmTribe","PalmSubfamily","Climbing","Acaulescent","Erect","StemSolitary","StemArmed","LeavesArmed","MaxStemHeight_m","MaxStemDia_cm","UnderstoreyCanopy","Max_Blade_Length_m","AverageFruitLength_cm","AverageFruitWidth_cm","MinFruitWidth_cm","MaxFruitWidth_cm","FruitSizeCategorical","FruitShape","MainFruitColors"
"124","Balaka","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  7.00","  5.0","canopy"," 1.500"," 3.5000000"," 1.2000000"," 1.100"," 1.300","small","","red"
"125","Balaka","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  7.00","  4.0","canopy"," 1.500"," 1.9500000"," 0.9000000"," 0.500"," 1.300","small","elongate","red"
"126","Balaka","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  7.00"," 10.0","canopy"," 3.000"," 2.1500000"," 1.1000000"," 0.800"," 1.400","small","ovoid","red"
"127","Basselinia","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 15.0","canopy"," 2.150"," 1.2000000"," 0.6000000"," 0.400"," 0.500","small","ovoid","black"
"128","Basselinia","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 10.0","canopy"," 1.550"," 0.7000000"," 0.7500000"," 0.600"," 0.900","small","ovoid","black"
"129","Basselinia","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 15.0","canopy"," 2.180"," 0.7000000"," 0.9500000"," 0.900"," 1.000","small","","green"
"130","Basselinia","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 25.0","canopy"," 1.000"," 0.7500000"," 0.5500000"," 0.500"," 0.600","small","globose","black"
"131","Bismarckia","Borasseae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 25.00"," 45.0","canopy"," 4.500"," 4.4000000"," 3.0250000"," 3.000"," 3.050","large","globose","brown"
"132","Borassus","Borasseae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 25.00"," 60.0","canopy"," 2.400","13.5000000"," 9.0000000"," 8.000","10.000","large","","black"
"133","Borassus","Borasseae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 25.00"," 80.0","canopy"," 2.240","30.0000000","12.0000000"," 7.000","18.500","large","globose","brown"
"134","Brahea","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  9.00"," 20.0","canopy"," 1.210"," 2.2500000"," 2.2500000"," 2.000"," 2.500","small","","black"
"135","Brahea","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 18.00"," 30.0","canopy"," 1.000"," 1.8500000"," 1.7500000"," 1.500"," 2.000","small","","brown"
"136","Brahea","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  7.50"," 20.0","canopy"," 1.000"," 1.3000000"," 1.2500000"," 0.900"," 1.600","small","ovoid","green"
"137","Brahea","Trachycarpeae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  5.00"," 15.0","understorey"," 1.500"," 1.9000000"," 1.4000000"," 1.200"," 1.600","small","","black"
"138","Brassiophoenix","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00","  5.0","canopy"," 3.220"," 3.1000000"," 1.8000000"," 1.700"," 1.900","small","globose","orange"
"139","Butia","Cocoseae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  1.00"," 20.0","understorey"," 1.000"," 1.9000000"," 1.4000000"," 1.500"," 1.600","small","","red"
"140","Butia","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  6.00"," 50.0","canopy"," 2.580"," 2.6500000"," 1.7000000"," 1.200"," 2.200","small","","brown"
"141","Butia","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  6.00"," 50.0","canopy"," 3.500"," 1.9000000"," 1.7500000"," 1.400"," 2.200","small","","yellow"
"142","Butia","Cocoseae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  0.00"," 20.0","understorey"," 0.510"," 1.6000000"," 1.3500000"," 1.200"," 1.500","small","globose","purple"
"143","Butia","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  4.00"," 20.0","understorey"," 1.410"," 2.9500000"," 1.8500000"," 1.000"," 2.700","small","globose","yellow"
"144","Butia","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00"," 16.0","understorey"," 1.450"," 2.6000000"," 1.1500000"," 1.000"," 1.300","small","","purple"
"145","Butia","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 12.00"," 40.0","canopy"," 3.100"," 3.6000000"," 2.6500000"," 2.500"," 2.800","small","elongate","yellow"
"146","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"," 50.00","  5.0","canopy"," 5.900"," 1.1000000"," 1.1000000"," 0.800"," 1.400","small","","white"
"147","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"," 35.00","  2.5","canopy"," 2.000"," 1.3000000"," 1.2000000"," 0.900"," 1.500","small","ovoid","brown"
"148","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 15.00","  2.0","canopy"," 0.400"," 1.5000000"," 1.1500000"," 0.800"," 1.500","small","globose","brown"
"149","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 20.00","  1.5","canopy"," 1.200"," 3.1200000"," 1.2000000"," 1.100"," 1.300","small","ovoid","brown"
"150","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"," 15.00","  4.5","canopy"," 5.000"," 1.0900000"," 0.9500000"," 0.850"," 1.000","small","","yellow"
"151","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"," 30.00","  4.5","canopy"," 2.540"," 1.4800000"," 0.8500000"," 0.750"," 1.000","small","ovoid","white"
"152","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 30.00","  5.0","canopy"," 3.000"," 3.0000000"," 2.1000000"," 2.000"," 2.200","small","globose","brown"
"153","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 10.00","  1.0","canopy"," 0.600"," 1.3500000"," 1.0000000"," 0.800"," 1.200","small","globose","white"
"154","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 50.00","  2.6","canopy"," 1.050"," 1.1000000"," 1.1500000"," 1.000"," 1.150","small","ovoid","brown"
"155","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"," 20.00","  1.6","canopy"," 1.000"," 1.3000000"," 1.3000000"," 1.000"," 1.600","small","ovoid","yellow"
"156","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"," 10.00","  1.5","canopy"," 0.700"," 1.0000000"," 0.9800000"," 0.900"," 1.060","small","ovoid","brown"
"157","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","100.00","  7.0","canopy"," 3.000"," 1.8500000"," 1.3000000"," 1.200"," 1.400","small","ovoid","multicolor"
"158","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"," 15.00","  3.0","canopy"," 2.900"," 1.2000000"," 0.8500000"," 0.700"," 1.000","small","globose","brown"
"159","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"," 26.00","  6.0","canopy"," 4.000"," 1.2500000"," 1.1000000"," 0.850"," 1.350","small","","white"
"160","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 30.00","  5.0","canopy"," 3.000"," 1.5000000"," 1.2000000"," 1.000"," 1.400","small","globose","white"
"161","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"," 30.00","  4.0","canopy"," 2.000"," 1.5300000"," 1.1000000"," 0.950"," 1.250","small","","multicolor"
"162","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 25.00","  1.8","canopy"," 1.100"," 1.1500000"," 0.8500000"," 0.800"," 0.900","small","globose","brown"
"163","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 30.00","  0.5","canopy"," 0.400"," 2.7450000"," 1.8000000"," 1.500"," 2.100","small","ovoid","brown"
"164","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 40.00","  4.0","canopy"," 3.000"," 0.9000000"," 0.9000000"," 0.800"," 1.000","small","ovoid","brown"
"165","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 35.00","  4.0","canopy"," 1.300"," 1.0000000"," 0.9000000"," 0.800"," 1.000","small","globose","yellow"
"166","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"," 15.00","  5.0","canopy"," 3.000"," 1.0500000"," 0.9000000"," 0.850"," 0.950","small","ovoid","multicolor"
"167","Calamus","Calameae","Calamoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 15.00","  2.2","canopy"," 3.000"," 1.1000000"," 1.1000000"," 0.900"," 1.300","small","","white"
"168","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 50.00","  2.0","canopy"," 2.800"," 1.8500000"," 1.0500000"," 1.000"," 1.100","small","","multicolor"
"169","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 40.00","  3.0","canopy"," 2.500"," 1.0000000"," 0.8500000"," 0.800"," 0.900","small","ovoid","white"
"170","Calamus","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 35.00","  3.6","canopy"," 2.200"," 1.1500000"," 0.9500000"," 0.800"," 1.100","small","","brown"
"171","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 15.0","canopy"," 4.500"," 2.8500000"," 1.8000000"," 1.000"," 2.600","small","","red"
"172","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00","  5.0","understorey"," 1.900"," 1.1000000"," 0.8000000"," 0.600"," 1.000","small","ovoid","red"
"173","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.50","  1.4","understorey"," 1.000"," 1.1500000"," 0.7500000"," 0.700"," 0.800","small","","black"
"174","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  3.0","understorey"," 1.290"," 1.1000000"," 1.1000000"," 1.000"," 1.200","small","globose","orange"
"175","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  2.0","understorey"," 0.700"," 1.1000000"," 0.5500000"," 0.500"," 0.600","small","globose","black"
"176","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  2.0","understorey"," 1.200"," 1.3000000"," 1.0500000"," 0.900"," 1.200","small","globose","red"
"177","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00","  6.0","understorey"," 1.500"," 1.3000000"," 1.1000000"," 1.000"," 1.200","small","","red"
"178","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00","  7.0","understorey"," 1.380"," 1.1500000"," 0.7500000"," 0.700"," 0.800","small","ovoid","red"
"179","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00","  2.0","understorey"," 1.500"," 1.4000000"," 0.7500000"," 0.600"," 0.900","small","ovoid","red"
"180","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  2.4","understorey"," 0.730"," 1.2000000"," 0.7500000"," 0.600"," 0.900","small","","red"
"181","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  9.00","  8.0","canopy"," 2.500"," 2.6000000"," 1.7000000"," 0.900"," 2.500","small","ovoid","red"
"182","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00","  4.0","canopy"," 0.800"," 0.8500000"," 0.4250000"," 0.400"," 0.450","small","","red"
"183","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  4.00","  2.2","understorey"," 1.760"," 1.9000000"," 0.9000000"," 0.800"," 1.000","small","globose","black"
"184","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.00","  1.0","understorey"," 1.000"," 1.1500000"," 0.7000000"," 0.600"," 0.800","small","","red"
"185","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  4.0","understorey"," 1.040"," 1.3000000"," 1.1000000"," 1.000"," 1.200","small","","red"
"186","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00","  4.0","understorey"," 1.150"," 1.7000000"," 0.7500000"," 0.700"," 0.800","small","","red"
"187","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.00","  0.6","understorey"," 0.320"," 0.9500000"," 0.4000000"," 0.300"," 0.500","small","","red"
"188","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 14.00"," 25.0","canopy"," 3.700"," 5.0000000"," 5.0000000"," 2.000"," 3.000","large","ovoid","red"
"189","Calyptrocalyx","Areceae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  2.50","  3.0","understorey"," 1.200"," 1.7000000"," 1.1000000"," 1.000"," 1.200","small","","red"
"190","Calyptrogyne","Geonomateae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  0.50","  5.0","understorey"," 1.160"," 1.0800000"," 0.5300000"," 0.480"," 0.600","small","globose","black"
"191","Calyptrogyne","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.20","  6.0","understorey"," 1.210"," 1.6800000"," 1.0500000"," 0.970"," 1.150","small","","black"
"192","Calyptrogyne","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.43","  4.0","understorey"," 0.950"," 1.5600000"," 0.9600000"," 0.820"," 1.180","small","","black"
"193","Calyptrogyne","Geonomateae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  5.00","  4.0","understorey"," 1.400"," 1.1600000"," 0.7000000"," 0.450"," 0.890","small","","black"
"194","Calyptrogyne","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.75","  7.0","understorey"," 0.707"," 2.0700000"," 1.2330000"," 1.150"," 1.380","small","","brown"
"195","Calyptrogyne","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.00","  5.0","understorey"," 0.767"," 1.1200000"," 0.6300000"," 0.500"," 0.790","small","ovoid","black"
"196","Calyptrogyne","Geonomateae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  0.00","  5.0","understorey"," 2.000"," 1.2200000"," 0.7400000"," 0.700"," 0.780","small","","black"
"197","Calyptrogyne","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.70","  6.0","understorey"," 1.520"," 1.0500000"," 0.6600000"," 0.580"," 0.720","small","globose","yellow"
"198","Calyptrogyne","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  0.70","  4.4","understorey"," 0.770"," 1.3500000"," 0.6000000"," 0.570"," 0.650","small","globose","purple"
"199","Calyptronoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 29.0","canopy"," 4.300"," 1.2800000"," 0.7200000"," 0.590"," 0.850","small","globose","multicolor"
"200","Calyptronoma","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 30.0","canopy"," 5.000"," 0.5800000"," 0.4100000"," 0.360"," 0.460","small","ovoid","red"
"201","Caryota","Caryoteae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 45.0","canopy"," 5.000"," 1.7500000"," 1.5000000"," 1.400"," 1.600","small","globose","red"
"202","Caryota","Caryoteae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 33.00"," 65.0","canopy"," 5.000"," 2.1000000"," 2.1500000"," 1.800"," 2.500","small","","red"
"203","Caryota","Caryoteae","Coryphoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"," 10.00"," 20.0","canopy"," 4.000"," 1.4000000"," 1.5000000"," 1.000"," 2.000","small","","black"
"204","Caryota","Caryoteae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 40.00"," 90.0","canopy"," 6.000"," 3.2000000"," 2.2500000"," 2.000"," 2.500","small","","red"
"205","Caryota","Caryoteae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 65.0","canopy"," 6.600"," 2.0000000"," 1.7500000"," 1.500"," 2.000","small","globose","purple"
"206","Ceratolobus","Calameae","Calamoideae","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"," 20.00","  3.0","canopy"," 2.000"," 2.1000000"," 1.7500000"," 1.500"," 2.000","small","globose","brown"
"207","Ceroxylon","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 21.00"," 30.0","canopy"," 5.000"," 1.8000000"," 1.8000000"," 1.000"," 2.000","small","ovoid","red"
"208","Ceroxylon","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 25.0","canopy"," 5.000"," 1.8500000"," 1.8500000"," 1.700"," 2.000","small","ovoid","red"
"209","Ceroxylon","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 30.0","canopy"," 4.200"," 2.0000000"," 2.0000000"," 1.000"," 2.000","small","","red"
"210","Ceroxylon","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 35.0","canopy"," 3.600"," 2.0000000"," 2.0000000"," 1.500"," 2.500","small","","red"
"211","Ceroxylon","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 17.0","canopy"," 2.500"," 1.5000000"," 1.5000000"," 1.200"," 2.000","small","ovoid","red"
"212","Ceroxylon","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 61.00"," 40.0","canopy"," 6.200"," 1.8000000"," 1.8000000"," 1.700"," 1.900","small","ovoid","red"
"213","Ceroxylon","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 30.0","canopy"," 3.150"," 1.6500000"," 1.6500000"," 1.500"," 1.800","small","pyramidal","red"
"214","Ceroxylon","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 35.00"," 60.0","canopy"," 3.930"," 1.6500000"," 1.6500000"," 1.000"," 1.800","small","globose","red"
"215","Ceroxylon","Ceroxyleae","Ceroxyloideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 17.00"," 25.0","canopy"," 4.000"," 1.6500000"," 1.6500000"," 1.300"," 1.800","small","globose","red"
"216","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  2.0","understorey"," 0.700"," 1.4250000"," 1.0000000"," 0.700"," 1.300","small","globose","black"
"217","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  3.0","understorey"," 2.560"," 1.5500000"," 0.6500000"," 0.500"," 0.800","small","globose","black"
"218","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  0.00","  3.0","understorey"," 2.000"," 0.4000000"," 0.4000000"," 0.300"," 0.500","small","ovoid","black"
"219","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  2.00","  4.0","understorey"," 2.000"," 1.0000000"," 0.7000000"," 0.600"," 0.800","small","globose","black"
"220","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  8.00","  6.0","canopy"," 2.000"," 1.2500000"," 0.8500000"," 0.700"," 1.000","small","globose","black"
"221","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.00","  0.8","understorey"," 0.500"," 1.1500000"," 0.7500000"," 0.500"," 1.000","small","","black"
"222","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  3.0","understorey"," 0.700"," 1.2500000"," 0.7500000"," 0.500"," 1.000","small","","black"
"223","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  1.6","understorey"," 1.050"," 0.7500000"," 0.5500000"," 0.500"," 0.600","small","ovoid","black"
"224","Chamaedorea","Chamaedoreeae","Arecoideae","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00","  2.0","canopy"," 3.300"," 1.5000000"," 0.9500000"," 0.800"," 1.100","small","ovoid","black"
"225","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  2.0","understorey"," 1.000"," 0.5500000"," 0.5500000"," 0.400"," 0.700","small","ovoid","black"
"226","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  1.5","understorey"," 0.500"," 1.2500000"," 0.9000000"," 0.800"," 1.000","small","ovoid","black"
"227","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.00","  0.8","understorey"," 0.250"," 0.7500000"," 0.7500000"," 0.700"," 0.800","small","","black"
"228","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  0.70","  1.5","understorey"," 0.420"," 0.5500000"," 0.5500000"," 0.500"," 0.600","small","globose","black"
"229","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  1.0","understorey"," 0.650"," 0.9000000"," 0.9000000"," 0.600"," 1.200","small","globose","black"
"230","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  3.5","understorey"," 2.400"," 0.8000000"," 0.8500000"," 0.700"," 1.000","small","globose","black"
"231","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  3.00","  3.0","understorey"," 1.500"," 0.8000000"," 0.8000000"," 0.600"," 1.000","small","ovoid","black"
"232","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","  4.00","  2.5","understorey"," 1.350"," 0.7500000"," 0.7500000"," 0.700"," 0.800","small","","black"
"233","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  0.30","  1.0","understorey"," 2.000"," 0.9000000"," 0.6000000"," 0.500"," 0.700","small","","black"
"234","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  2.5","understorey"," 0.700"," 0.9000000"," 0.7000000"," 0.600"," 0.800","small","globose","black"
"235","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  4.00","  3.0","understorey"," 1.400"," 1.0500000"," 0.8000000"," 0.700"," 0.900","small","ovoid","black"
"236","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  2.0","understorey"," 0.650"," 0.6500000"," 0.6500000"," 0.600"," 0.700","small","globose","black"
"237","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00","  8.0","canopy"," 3.800"," 1.6500000"," 1.6500000"," 0.800"," 2.500","small","ovoid","red"
"238","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.00","  3.0","understorey"," 1.100"," 0.5500000"," 0.4500000"," 0.400"," 0.500","small","globose","black"
"239","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00","  2.5","understorey"," 1.250"," 0.8500000"," 0.7000000"," 0.600"," 0.800","small","globose","black"
"240","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00","  2.0","understorey"," 0.700"," 0.7500000"," 0.5500000"," 0.500"," 0.600","small","","black"
"241","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00","  1.5","understorey"," 0.360"," 1.1000000"," 0.8500000"," 0.800"," 0.900","small","ovoid","black"
"242","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  2.50","  3.0","understorey"," 1.750"," 1.2500000"," 1.2500000"," 1.000"," 1.500","small","","black"
"243","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00","  2.5","understorey"," 0.990"," 1.1000000"," 0.7000000"," 0.600"," 0.800","small","ovoid","black"
"244","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00","  2.0","understorey"," 1.150"," 0.9500000"," 0.6000000"," 0.400"," 0.800","small","globose","red"
"245","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  0.30","  1.0","understorey"," 0.400"," 1.0000000"," 0.7000000"," 0.600"," 0.800","small","ovoid","black"
"246","Chamaedorea","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  1.00","  1.0","understorey"," 0.400"," 1.2000000"," 0.9000000"," 0.800"," 1.000","small","elongate","black"
